frame,timestamp,track_id,x1,y1,x2,y2,x_center,y_center,bbox_width,bbox_height,zone,movement_pixels,is_stable,display_id
3,0.05,8,211.6,231.3,248.0,303.0,229.8,267.1,36.4,71.6,Left,1.0,True,Track Segment 7
3,0.05,10,178.3,245.3,206.5,307.3,192.4,276.3,28.2,62.0,Left,5.0,True,Track Segment 8
3,0.05,11,137.1,227.9,165.7,296.8,151.4,262.3,28.7,68.9,Left,2.2,True,Track Segment 9
3,0.05,12,163.6,229.6,190.5,300.7,177.1,265.1,26.8,71.1,Left,3.9,False,
6,0.1,1,831.8,301.1,864.2,397.3,848.0,349.2,32.4,96.2,Right,2.4,True,Track Segment 1
6,0.1,2,451.1,255.4,479.6,325.5,465.3,290.5,28.5,70.1,Middle,1.2,True,Track Segment 2
6,0.1,4,100.8,248.4,127.3,335.9,114.1,292.1,26.5,87.5,Left,1.2,True,Track Segment 4
6,0.1,5,377.9,241.8,415.1,298.6,396.5,270.2,37.2,56.8,Middle,0.4,False,
6,0.1,6,623.7,254.6,647.0,337.6,635.4,296.1,23.4,82.9,Middle,0.7,True,Track Segment 5
6,0.1,7,640.4,257.1,665.6,337.3,653.0,297.2,25.2,80.2,Right,0.4,True,Track Segment 6
6,0.1,8,212.7,231.3,249.7,303.8,231.2,267.6,37.0,72.5,Left,1.5,True,Track Segment 7
6,0.1,10,183.9,242.6,213.3,306.3,198.6,274.5,29.3,63.7,Left,6.5,True,Track Segment 8
6,0.1,11,139.6,227.4,168.1,295.6,153.8,261.5,28.5,68.2,Left,2.5,True,Track Segment 9
9,0.15,1,834.9,299.2,867.9,397.0,851.4,348.1,33.0,97.8,Right,3.6,True,Track Segment 1
9,0.15,2,449.1,257.0,477.5,326.0,463.3,291.5,28.4,69.0,Middle,2.2,True,Track Segment 2
9,0.15,3,288.3,246.6,366.8,314.2,327.6,280.4,78.5,67.7,Middle,13.7,True,Track Segment 3
9,0.15,4,100.3,240.3,129.6,336.3,115.0,288.3,29.3,96.0,Left,3.9,True,Track Segment 4
9,0.15,5,379.2,241.8,416.7,298.9,397.9,270.4,37.5,57.2,Middle,1.4,False,
9,0.15,6,624.6,255.7,647.6,337.0,636.1,296.3,23.0,81.4,Middle,0.7,True,Track Segment 5
9,0.15,7,641.7,257.8,666.5,337.0,654.1,297.4,24.9,79.2,Right,1.1,True,Track Segment 6
9,0.15,8,212.2,231.7,249.6,304.4,230.9,268.0,37.4,72.7,Left,0.5,True,Track Segment 7
9,0.15,10,187.7,240.1,218.7,306.0,203.2,273.0,31.0,66.0,Left,4.8,True,Track Segment 8
9,0.15,11,139.6,228.1,167.6,295.2,153.6,261.6,28.1,67.1,Left,0.2,True,Track Segment 9
12,0.2,1,838.3,297.0,871.1,393.6,854.7,345.3,32.8,96.6,Right,4.3,True,Track Segment 1
12,0.2,2,447.8,255.6,477.5,326.5,462.7,291.0,29.7,70.9,Middle,0.8,True,Track Segment 2
12,0.2,3,298.5,251.6,369.7,314.2,334.1,282.9,71.2,62.6,Middle,7.0,True,Track Segment 3
12,0.2,4,101.3,238.2,131.3,336.0,116.3,287.1,30.0,97.8,Left,1.8,True,Track Segment 4
12,0.2,5,380.9,242.0,418.8,299.4,399.8,270.7,37.9,57.3,Middle,1.9,False,
12,0.2,6,626.3,256.5,649.0,337.0,637.6,296.7,22.7,80.5,Middle,1.6,True,Track Segment 5
12,0.2,7,642.1,258.3,667.2,338.2,654.7,298.3,25.1,79.9,Right,1.1,True,Track Segment 6
12,0.2,10,192.5,241.7,223.9,307.3,208.2,274.5,31.5,65.5,Left,5.2,True,Track Segment 8
15,0.25,1,839.6,296.0,872.7,391.7,856.2,343.9,33.0,95.7,Right,2.1,True,Track Segment 1
15,0.25,2,446.9,256.1,477.0,326.3,462.0,291.2,30.1,70.2,Middle,0.7,True,Track Segment 2
15,0.25,3,302.3,248.8,374.8,314.1,338.6,281.4,72.5,65.4,Middle,4.7,True,Track Segment 3
15,0.25,4,104.5,240.2,134.1,336.0,119.3,288.1,29.7,95.9,Left,3.2,True,Track Segment 4
15,0.25,5,382.8,241.7,421.1,299.5,402.0,270.6,38.3,57.9,Middle,2.2,False,
15,0.25,6,627.7,256.8,650.4,337.5,639.1,297.1,22.7,80.7,Middle,1.6,True,Track Segment 5
15,0.25,7,643.7,258.7,668.9,338.9,656.3,298.8,25.2,80.2,Right,1.7,True,Track Segment 6
15,0.25,10,197.5,242.6,229.1,307.4,213.3,275.0,31.7,64.8,Left,5.1,True,Track Segment 8
18,0.3,1,838.3,295.0,872.2,391.1,855.3,343.0,33.9,96.2,Right,1.3,True,Track Segment 1
18,0.3,2,447.2,256.2,478.0,326.1,462.6,291.2,30.8,69.9,Middle,0.6,True,Track Segment 2
18,0.3,3,301.3,245.2,375.1,314.4,338.2,279.8,73.8,69.1,Middle,1.6,True,Track Segment 3
18,0.3,4,107.8,246.7,135.7,335.8,121.7,291.3,28.0,89.1,Left,4.0,True,Track Segment 4
18,0.3,5,384.5,242.1,422.8,299.9,403.7,271.0,38.3,57.9,Middle,1.7,False,
18,0.3,6,628.5,256.8,651.3,337.9,639.9,297.3,22.8,81.2,Middle,0.8,True,Track Segment 5
18,0.3,7,644.8,258.4,670.4,339.9,657.6,299.1,25.6,81.5,Right,1.3,True,Track Segment 6
18,0.3,10,205.1,239.0,238.8,308.2,222.0,273.6,33.7,69.2,Left,8.8,True,Track Segment 8
21,0.35,1,835.6,293.1,870.7,390.3,853.1,341.7,35.2,97.1,Right,2.6,True,Track Segment 1
21,0.35,2,446.7,255.9,478.4,326.5,462.5,291.2,31.7,70.6,Middle,0.1,True,Track Segment 2
21,0.35,3,305.2,244.9,376.0,313.6,340.6,279.3,70.8,68.8,Middle,2.5,True,Track Segment 3
21,0.35,4,110.1,251.5,137.1,335.8,123.6,293.7,27.0,84.3,Left,3.1,True,Track Segment 4
21,0.35,5,385.9,241.0,424.3,299.1,405.1,270.1,38.4,58.2,Middle,1.7,False,
21,0.35,6,628.9,256.8,651.7,337.8,640.3,297.3,22.8,81.0,Right,0.4,True,Track Segment 5
21,0.35,7,645.6,258.5,671.0,339.2,658.3,298.9,25.4,80.7,Right,0.7,True,Track Segment 6
21,0.35,10,212.3,237.5,246.2,307.5,229.2,272.5,33.8,70.0,Left,7.3,True,Track Segment 8
24,0.4,1,830.4,290.6,868.0,390.0,849.2,340.3,37.6,99.4,Right,4.1,True,Track Segment 1
24,0.4,2,446.0,256.2,477.9,326.0,462.0,291.1,31.9,69.8,Middle,0.5,True,Track Segment 2
24,0.4,3,307.9,246.1,375.8,314.2,341.8,280.1,67.9,68.2,Middle,1.4,True,Track Segment 3
24,0.4,4,111.4,253.8,138.4,336.1,124.9,294.9,27.0,82.3,Left,1.8,True,Track Segment 4
24,0.4,6,629.3,256.8,652.0,338.0,640.6,297.4,22.7,81.1,Right,0.3,True,Track Segment 5
24,0.4,7,646.3,258.7,671.5,338.8,658.9,298.7,25.2,80.1,Right,0.6,True,Track Segment 6
24,0.4,9,151.3,228.4,190.0,296.1,170.6,262.2,38.7,67.8,Left,7.9,False,
24,0.4,10,218.2,237.2,252.2,307.6,235.2,272.4,34.0,70.4,Left,6.0,True,Track Segment 8
24,0.4,28,182.6,228.0,206.7,296.0,194.6,262.0,24.1,67.9,Left,0.0,True,Track Segment 10
27,0.45,1,828.5,289.6,866.7,384.5,847.6,337.1,38.2,94.9,Right,3.6,True,Track Segment 1
27,0.45,2,444.5,256.2,476.5,325.7,460.5,291.0,32.0,69.5,Middle,1.5,True,Track Segment 2
27,0.45,3,309.6,246.0,375.5,314.3,342.5,280.1,65.9,68.4,Middle,0.7,True,Track Segment 3
27,0.45,4,112.3,254.5,139.7,336.1,126.0,295.3,27.4,81.6,Left,1.2,True,Track Segment 4
27,0.45,6,629.9,256.9,652.7,338.2,641.3,297.6,22.8,81.3,Right,0.7,True,Track Segment 5
27,0.45,7,646.9,258.9,672.0,338.7,659.4,298.8,25.0,79.8,Right,0.5,True,Track Segment 6
27,0.45,8,219.7,236.6,255.8,307.5,237.8,272.1,36.2,70.9,Left,8.0,True,Track Segment 7
27,0.45,9,150.0,227.5,188.1,295.7,169.1,261.6,38.1,68.2,Left,1.6,False,
27,0.45,10,228.0,241.5,261.2,308.7,244.6,275.1,33.1,67.3,Left,9.8,True,Track Segment 8
27,0.45,28,183.4,229.2,207.6,296.9,195.5,263.0,24.1,67.7,Left,1.3,True,Track Segment 10
30,0.501,1,826.3,291.0,865.2,381.5,845.8,336.3,38.9,90.5,Right,2.0,True,Track Segment 1
30,0.501,2,442.5,256.1,474.3,325.6,458.4,290.9,31.8,69.5,Middle,2.1,True,Track Segment 2
30,0.501,3,309.7,245.9,373.9,314.8,341.8,280.4,64.2,69.0,Middle,0.8,True,Track Segment 3
30,0.501,4,112.6,254.9,140.4,336.0,126.5,295.5,27.7,81.1,Left,0.5,True,Track Segment 4
30,0.501,6,630.4,257.1,653.3,338.3,641.8,297.7,22.9,81.2,Right,0.5,True,Track Segment 5
30,0.501,7,647.3,259.2,672.2,339.0,659.8,299.1,25.0,79.8,Right,0.5,True,Track Segment 6
30,0.501,8,222.8,238.2,257.6,307.1,240.2,272.7,34.8,68.9,Left,2.5,True,Track Segment 7
30,0.501,9,150.3,226.7,187.8,295.2,169.0,261.0,37.5,68.5,Left,0.6,False,
30,0.501,28,185.3,230.7,209.5,298.0,197.4,264.3,24.1,67.3,Left,2.3,True,Track Segment 10
30,0.501,31,374.7,248.5,398.8,316.6,386.7,282.5,24.1,68.1,Middle,0.0,True,Track Segment 11
33,0.551,1,824.2,293.5,864.5,381.4,844.3,337.5,40.3,88.0,Right,1.9,True,Track Segment 1
33,0.551,2,440.0,256.2,472.0,325.7,456.0,291.0,31.9,69.5,Middle,2.4,True,Track Segment 2
33,0.551,3,309.7,245.3,372.9,315.7,341.3,280.5,63.3,70.4,Middle,0.5,True,Track Segment 3
33,0.551,4,112.8,254.7,140.9,335.9,126.9,295.3,28.1,81.2,Left,0.4,True,Track Segment 4
33,0.551,6,630.7,257.4,653.7,338.7,642.2,298.1,23.0,81.3,Right,0.6,True,Track Segment 5
33,0.551,7,647.1,259.7,672.1,339.2,659.6,299.4,25.0,79.5,Right,0.4,True,Track Segment 6
33,0.551,8,225.1,237.3,260.7,307.2,242.9,272.2,35.6,69.9,Left,2.7,True,Track Segment 7
33,0.551,9,150.1,226.6,186.7,294.8,168.4,260.7,36.6,68.2,Left,0.7,False,
33,0.551,28,186.9,231.3,211.1,298.8,199.0,265.0,24.2,67.4,Left,1.7,True,Track Segment 10
33,0.551,31,383.1,246.0,408.3,316.7,395.7,281.3,25.2,70.8,Middle,9.1,True,Track Segment 11
33,0.551,35,0.0,272.8,11.2,372.5,5.6,322.6,11.2,99.8,Left,0.0,True,Track Segment 12
36,0.601,1,823.4,296.0,864.2,380.9,843.8,338.5,40.8,84.8,Right,1.1,True,Track Segment 1
36,0.601,2,438.0,257.5,469.7,325.6,453.9,291.6,31.7,68.1,Middle,2.2,True,Track Segment 2
36,0.601,3,308.8,242.5,373.0,316.7,340.9,279.6,64.1,74.2,Middle,1.0,True,Track Segment 3
36,0.601,4,114.1,255.7,141.8,335.7,128.0,295.7,27.7,80.0,Left,1.2,True,Track Segment 4
36,0.601,6,630.7,257.7,654.2,340.4,642.5,299.0,23.5,82.7,Right,0.9,True,Track Segment 5
36,0.601,7,647.7,259.8,673.0,339.8,660.4,299.8,25.3,80.1,Right,0.9,True,Track Segment 6
36,0.601,8,225.6,238.4,259.8,305.9,242.7,272.1,34.2,67.4,Left,0.2,True,Track Segment 7
36,0.601,9,150.2,226.2,185.7,293.9,167.9,260.0,35.5,67.7,Left,0.9,False,
36,0.601,28,188.4,230.2,213.2,298.7,200.8,264.4,24.7,68.5,Left,1.9,True,Track Segment 10
36,0.601,31,389.6,244.9,415.8,317.1,402.7,281.0,26.2,72.2,Middle,7.0,True,Track Segment 11
36,0.601,35,0.6,274.1,12.2,371.0,6.4,322.5,11.6,96.9,Left,0.8,True,Track Segment 12
39,0.651,1,824.9,298.0,864.4,381.1,844.6,339.5,39.5,83.1,Right,1.3,True,Track Segment 1
39,0.651,2,435.4,258.0,468.1,326.9,451.7,292.4,32.8,68.9,Middle,2.3,True,Track Segment 2
39,0.651,3,309.3,242.6,371.6,317.1,340.4,279.9,62.3,74.5,Middle,0.6,True,Track Segment 3
39,0.651,4,115.4,253.3,144.0,335.5,129.7,294.4,28.6,82.3,Left,2.1,True,Track Segment 4
39,0.651,6,631.2,257.8,655.0,340.9,643.1,299.3,23.8,83.1,Right,0.7,True,Track Segment 5
39,0.651,7,648.6,259.6,674.1,340.2,661.4,299.9,25.5,80.5,Right,1.0,True,Track Segment 6
39,0.651,8,225.6,239.1,258.9,305.6,242.3,272.3,33.2,66.5,Left,0.4,True,Track Segment 7
39,0.651,9,150.0,227.0,183.8,293.0,166.9,260.0,33.8,66.1,Left,1.0,False,
39,0.651,28,190.1,229.0,215.5,299.4,202.8,264.2,25.4,70.4,Left,2.0,True,Track Segment 10
39,0.651,31,395.3,245.2,422.0,317.2,408.7,281.2,26.7,72.0,Middle,6.0,True,Track Segment 11
39,0.651,35,2.0,275.7,13.6,371.7,7.8,323.7,11.6,96.0,Left,1.8,True,Track Segment 12
39,0.651,40,272.6,244.9,300.8,312.9,286.7,278.9,28.2,68.0,Left,0.0,False,
42,0.701,1,824.2,298.6,862.7,380.9,843.5,339.7,38.5,82.3,Right,1.1,True,Track Segment 1
42,0.701,2,433.7,259.5,466.7,327.3,450.2,293.4,33.0,67.7,Middle,1.8,True,Track Segment 2
42,0.701,3,308.5,242.6,368.5,317.5,338.5,280.1,60.1,74.9,Middle,1.9,True,Track Segment 3
42,0.701,4,116.2,252.1,145.3,335.7,130.7,293.9,29.1,83.7,Left,1.1,True,Track Segment 4
42,0.701,6,631.0,257.7,655.0,341.1,643.0,299.4,24.0,83.4,Right,0.1,True,Track Segment 5
42,0.701,7,649.5,259.6,675.2,339.8,662.3,299.7,25.7,80.2,Right,0.9,True,Track Segment 6
42,0.701,8,225.7,241.5,257.5,305.9,241.6,273.7,31.8,64.4,Left,1.6,True,Track Segment 7
42,0.701,11,152.8,228.3,179.8,294.6,166.3,261.5,27.1,66.2,Left,12.7,True,Track Segment 9
42,0.701,28,191.1,228.3,217.0,300.2,204.0,264.2,26.0,71.9,Left,1.2,True,Track Segment 10
42,0.701,35,3.9,276.4,15.8,371.8,9.9,324.1,11.8,95.3,Left,2.1,True,Track Segment 12
42,0.701,40,278.5,245.3,306.8,313.1,292.7,279.2,28.3,67.8,Left,6.0,False,
42,0.701,41,246.7,234.4,268.0,306.0,257.4,270.2,21.3,71.6,Left,0.0,True,Track Segment 13
45,0.751,1,823.5,297.2,861.8,380.5,842.6,338.8,38.3,83.3,Right,1.3,True,Track Segment 1
45,0.751,2,433.3,259.3,467.2,327.7,450.3,293.5,34.0,68.4,Middle,0.1,True,Track Segment 2
45,0.751,3,308.0,242.7,364.8,316.3,336.4,279.5,56.8,73.6,Middle,2.2,True,Track Segment 3
45,0.751,4,115.8,251.2,145.2,336.0,130.5,293.6,29.3,84.9,Left,0.4,True,Track Segment 4
45,0.751,6,631.6,257.5,656.0,341.4,643.8,299.5,24.4,84.0,Right,0.8,True,Track Segment 5
45,0.751,7,650.2,259.9,677.1,340.4,663.6,300.2,26.9,80.5,Right,1.4,True,Track Segment 6
45,0.751,8,226.6,243.6,257.3,306.4,242.0,275.0,30.7,62.7,Left,1.4,True,Track Segment 7
45,0.751,11,152.3,228.6,179.0,294.3,165.7,261.5,26.7,65.8,Left,0.6,True,Track Segment 9
45,0.751,28,192.1,227.9,218.1,299.9,205.1,263.9,26.0,72.0,Left,1.1,True,Track Segment 10
45,0.751,31,414.3,243.8,442.8,320.6,428.6,282.2,28.5,76.8,Middle,19.9,True,Track Segment 11
45,0.751,35,6.2,276.6,18.4,371.1,12.3,323.9,12.3,94.5,Left,2.4,True,Track Segment 12
45,0.751,40,287.0,244.0,316.2,312.8,301.6,278.4,29.2,68.8,Left,8.9,False,
45,0.751,41,247.8,234.6,269.1,305.7,258.5,270.2,21.2,71.1,Left,1.1,True,Track Segment 13
45,0.751,43,388.8,246.3,417.1,302.0,403.0,274.1,28.3,55.7,Middle,0.0,False,
48,0.801,1,822.0,296.6,859.9,380.6,840.9,338.6,37.8,84.0,Right,1.7,True,Track Segment 1
48,0.801,2,432.6,259.1,467.0,327.0,449.8,293.0,34.4,67.8,Middle,0.7,True,Track Segment 2
48,0.801,4,114.0,251.9,143.5,336.6,128.8,294.2,29.5,84.8,Left,1.8,True,Track Segment 4
48,0.801,6,631.2,257.3,655.8,341.6,643.5,299.4,24.6,84.4,Right,0.3,True,Track Segment 5
48,0.801,7,650.5,260.4,678.4,340.5,664.5,300.5,27.9,80.1,Right,0.9,True,Track Segment 6
48,0.801,8,227.8,245.2,257.5,306.9,242.6,276.0,29.7,61.7,Left,1.2,True,Track Segment 7
48,0.801,11,151.9,228.4,178.8,294.8,165.4,261.6,26.9,66.4,Left,0.3,True,Track Segment 9
48,0.801,28,192.7,227.2,219.4,300.7,206.0,263.9,26.7,73.5,Left,0.9,True,Track Segment 10
48,0.801,31,423.7,248.8,449.9,320.2,436.8,284.5,26.2,71.4,Middle,8.5,True,Track Segment 11
48,0.801,35,9.3,276.6,22.6,371.2,16.0,323.9,13.4,94.6,Left,3.7,True,Track Segment 12
48,0.801,41,249.8,234.1,271.7,306.9,260.7,270.5,21.9,72.9,Left,2.2,True,Track Segment 13
48,0.801,43,391.3,246.0,419.4,301.1,405.3,273.6,28.2,55.1,Middle,2.4,False,
51,0.851,1,820.5,296.1,857.2,379.0,838.8,337.6,36.7,82.8,Right,2.3,True,Track Segment 1
51,0.851,2,432.1,258.8,467.2,326.9,449.6,292.9,35.1,68.0,Middle,0.2,True,Track Segment 2
51,0.851,3,304.0,244.6,358.8,318.6,331.4,281.6,54.8,74.0,Middle,5.4,True,Track Segment 3
51,0.851,4,112.9,244.9,144.9,337.5,128.9,291.2,32.0,92.6,Left,3.0,True,Track Segment 4
51,0.851,6,632.2,257.3,657.1,341.5,644.6,299.4,24.9,84.2,Right,1.1,True,Track Segment 5
51,0.851,7,653.1,261.0,681.4,341.0,667.3,301.0,28.3,80.0,Right,2.8,True,Track Segment 6
51,0.851,8,228.8,246.4,258.4,308.2,243.6,277.3,29.5,61.8,Left,1.6,True,Track Segment 7
51,0.851,11,151.9,228.4,178.8,294.8,165.4,261.6,26.9,66.4,Left,0.0,True,Track Segment 9
51,0.851,28,193.6,227.7,220.5,301.1,207.0,264.4,26.8,73.4,Left,1.1,True,Track Segment 10
51,0.851,35,12.3,276.4,27.2,370.8,19.8,323.6,14.9,94.4,Left,3.8,True,Track Segment 12
51,0.851,41,251.1,234.9,273.5,309.0,262.3,272.0,22.4,74.1,Left,2.2,True,Track Segment 13
51,0.851,43,393.2,245.6,421.8,301.0,407.5,273.3,28.6,55.4,Middle,2.2,False,
54,0.901,1,819.2,296.2,855.0,378.5,837.1,337.4,35.8,82.3,Right,1.7,True,Track Segment 1
54,0.901,2,432.5,255.8,470.2,327.2,451.3,291.5,37.7,71.5,Middle,2.2,True,Track Segment 2
54,0.901,3,305.9,246.1,358.4,319.2,332.2,282.6,52.5,73.1,Middle,1.3,True,Track Segment 3
54,0.901,4,114.8,250.6,144.9,338.1,129.8,294.4,30.0,87.6,Left,3.3,True,Track Segment 4
54,0.901,6,631.1,257.5,656.1,340.8,643.6,299.2,24.9,83.4,Right,1.0,True,Track Segment 5
54,0.901,7,653.2,260.1,682.0,340.9,667.6,300.5,28.8,80.8,Right,0.6,True,Track Segment 6
54,0.901,8,231.9,244.9,263.1,308.7,247.5,276.8,31.2,63.8,Left,3.9,True,Track Segment 7
54,0.901,11,151.9,229.0,178.9,295.6,165.4,262.3,27.0,66.6,Left,0.7,True,Track Segment 9
54,0.901,28,195.0,229.3,221.5,301.0,208.2,265.1,26.5,71.7,Left,1.4,True,Track Segment 10
54,0.901,35,14.3,276.0,31.3,371.8,22.8,323.9,17.0,95.8,Left,3.0,True,Track Segment 12
54,0.901,41,252.7,235.3,274.8,308.5,263.7,271.9,22.0,73.2,Left,1.4,True,Track Segment 13
54,0.901,43,394.7,244.5,424.5,301.5,409.6,273.0,29.8,57.0,Middle,2.1,False,
57,0.951,1,816.5,295.7,852.3,378.6,834.4,337.1,35.8,82.9,Right,2.7,True,Track Segment 1
57,0.951,2,435.2,254.3,475.4,327.7,455.3,291.0,40.2,73.4,Middle,4.0,True,Track Segment 2
57,0.951,4,115.8,253.4,144.9,339.0,130.3,296.2,29.1,85.6,Left,1.9,True,Track Segment 4
57,0.951,6,631.1,257.7,656.4,341.4,643.7,299.6,25.2,83.7,Right,0.4,True,Track Segment 5
57,0.951,7,655.3,259.2,684.5,340.6,669.9,299.9,29.1,81.5,Right,2.4,True,Track Segment 6
57,0.951,8,232.9,245.2,264.4,309.1,248.6,277.2,31.5,63.9,Left,1.2,True,Track Segment 7
57,0.951,28,196.5,232.8,222.0,300.7,209.2,266.8,25.5,67.8,Left,2.0,True,Track Segment 10
57,0.951,35,16.1,276.2,34.8,371.2,25.5,323.7,18.6,95.0,Left,2.7,True,Track Segment 12
57,0.951,40,312.9,250.5,342.2,319.2,327.5,284.9,29.3,68.7,Middle,26.7,False,
57,0.951,41,254.9,236.0,276.6,307.2,265.8,271.6,21.6,71.2,Left,2.1,True,Track Segment 13
57,0.951,43,397.7,244.9,428.6,302.5,413.1,273.7,30.9,57.7,Middle,3.6,False,
60,1.001,1,811.4,295.3,847.5,378.4,829.4,336.8,36.1,83.1,Right,5.0,True,Track Segment 1
60,1.001,2,434.7,260.3,472.8,327.9,453.8,294.1,38.1,67.5,Middle,3.4,True,Track Segment 2
60,1.001,4,115.4,253.1,144.6,339.2,130.0,296.1,29.2,86.2,Left,0.3,True,Track Segment 4
60,1.001,6,631.4,258.3,656.7,341.6,644.0,300.0,25.3,83.3,Right,0.5,True,Track Segment 5
60,1.001,7,657.3,259.3,686.1,339.9,671.7,299.6,28.8,80.6,Right,1.8,True,Track Segment 6
60,1.001,8,233.0,245.6,264.3,309.1,248.6,277.4,31.3,63.5,Left,0.2,True,Track Segment 7
60,1.001,28,198.0,234.9,223.1,300.8,210.5,267.9,25.1,66.0,Left,1.7,True,Track Segment 10
60,1.001,31,462.0,248.1,489.3,322.5,475.7,285.3,27.2,74.4,Middle,38.9,True,Track Segment 11
60,1.001,35,20.5,277.0,40.3,371.1,30.4,324.0,19.8,94.2,Left,4.9,True,Track Segment 12
60,1.001,40,315.0,251.4,344.3,320.0,329.7,285.7,29.3,68.5,Middle,2.3,False,
60,1.001,41,257.3,236.5,278.9,306.7,268.1,271.6,21.6,70.2,Left,2.3,True,Track Segment 13
60,1.001,48,339.5,245.4,367.2,316.5,353.4,280.9,27.7,71.1,Middle,0.0,False,
63,1.051,1,804.4,293.9,842.6,379.0,823.5,336.4,38.2,85.1,Right,5.9,True,Track Segment 1
63,1.051,2,432.6,259.4,471.6,327.8,452.1,293.6,39.0,68.5,Middle,1.8,True,Track Segment 2
63,1.051,4,116.6,252.7,145.5,339.1,131.1,295.9,28.9,86.4,Left,1.1,True,Track Segment 4
63,1.051,6,631.9,258.7,657.3,341.8,644.6,300.2,25.4,83.1,Right,0.6,True,Track Segment 5
63,1.051,7,659.6,259.9,688.6,340.5,674.1,300.2,29.0,80.6,Right,2.5,True,Track Segment 6
63,1.051,8,233.5,244.9,264.8,308.8,249.2,276.8,31.3,63.8,Left,0.8,True,Track Segment 7
63,1.051,28,198.1,235.9,223.4,302.1,210.7,269.0,25.3,66.2,Left,1.1,True,Track Segment 10
63,1.051,31,469.9,249.3,495.8,320.0,482.9,284.7,25.8,70.7,Middle,7.2,True,Track Segment 11
63,1.051,35,24.7,276.9,45.2,371.1,35.0,324.0,20.5,94.2,Left,4.6,True,Track Segment 12
63,1.051,40,316.2,251.8,345.7,320.4,330.9,286.1,29.5,68.7,Middle,1.3,False,
63,1.051,41,259.6,237.6,281.1,306.8,270.4,272.2,21.5,69.2,Left,2.4,True,Track Segment 13
66,1.101,1,797.7,293.2,838.6,380.3,818.1,336.7,40.9,87.1,Right,5.4,True,Track Segment 1
66,1.101,2,431.6,257.9,471.3,327.5,451.4,292.7,39.7,69.7,Middle,1.1,True,Track Segment 2
66,1.101,4,116.7,252.4,145.3,338.9,131.0,295.6,28.6,86.5,Left,0.3,True,Track Segment 4
66,1.101,6,632.3,258.9,657.7,341.7,645.0,300.3,25.5,82.7,Right,0.4,True,Track Segment 5
66,1.101,7,663.0,261.2,691.8,340.3,677.4,300.8,28.8,79.1,Right,3.4,True,Track Segment 6
66,1.101,8,234.1,244.2,265.3,307.7,249.7,275.9,31.2,63.5,Left,1.0,True,Track Segment 7
66,1.101,28,197.3,236.8,222.5,302.5,209.9,269.6,25.2,65.7,Left,1.0,True,Track Segment 10
66,1.101,31,480.0,250.8,504.8,319.1,492.4,284.9,24.8,68.3,Middle,9.5,True,Track Segment 11
66,1.101,35,28.4,276.7,49.3,370.7,38.8,323.7,20.9,94.0,Left,3.8,True,Track Segment 12
66,1.101,40,315.8,251.0,345.8,321.0,330.8,286.0,30.0,70.0,Middle,0.1,False,
66,1.101,41,262.0,240.3,283.1,307.4,272.5,273.8,21.2,67.1,Left,2.6,True,Track Segment 13
66,1.101,50,352.9,247.2,397.4,310.6,375.2,278.9,44.5,63.4,Middle,0.0,False,
